client_code,date,amount,currency,type,category,description,balance,merchant
CLIENT_006,2025-03-23,28843.560124271993,KZT,credit,авиабилет,Транзакция авиабилет на сумму 28843.56 ₸,1250601.1388986018,Merchant_16
CLIENT_006,2025-06-25,65026.30143654202,KZT,credit,subscription,Транзакция subscription на сумму 65026.30 ₸,1315627.4403351438,Merchant_48
CLIENT_006,2025-06-02,-2727.51131191648,KZT,debit,online,Транзакция online на сумму 2727.51 ₸,1312899.9290232274,Merchant_51
CLIENT_006,2025-06-25,44015.33727617626,KZT,credit,транспорт,Транзакция транспорт на сумму 44015.34 ₸,1356915.2662994037,Merchant_28
CLIENT_006,2025-09-01,-10890.65581499655,KZT,debit,продукты,Транзакция продукты на сумму 10890.66 ₸,1346024.6104844073,Merchant_34
CLIENT_006,2025-06-16,86367.08766029123,KZT,credit,путешествие,Транзакция путешествие на сумму 86367.09 ₸,1432391.6981446985,Merchant_73
CLIENT_006,2025-05-18,72667.71494532583,KZT,credit,кафе,Транзакция кафе на сумму 72667.71 ₸,1505059.4130900244,Merchant_97
CLIENT_006,2025-07-05,-2899.1477145930567,KZT,debit,топ-категории,Транзакция топ-категории на сумму 2899.15 ₸,1502160.2653754314,Merchant_19
CLIENT_006,2025-07-29,-4492.187918188343,KZT,debit,бензин,Транзакция бензин на сумму 4492.19 ₸,1497668.077457243,Merchant_19
CLIENT_006,2025-05-07,-14248.425030869457,KZT,debit,парфюм,Транзакция парфюм на сумму 14248.43 ₸,1483419.6524263737,Merchant_28
CLIENT_006,2025-05-31,-5753.156194755664,KZT,debit,gold,Транзакция gold на сумму 5753.16 ₸,1477666.496231618,Merchant_92
CLIENT_006,2025-07-20,-3052.1027503601713,KZT,debit,software,Транзакция software на сумму 3052.10 ₸,1474614.3934812578,Merchant_83
CLIENT_006,2025-09-11,20974.076170230153,KZT,credit,education,Транзакция education на сумму 20974.08 ₸,1495588.469651488,Merchant_49
CLIENT_006,2025-08-01,80032.45147261128,KZT,credit,кафе,Транзакция кафе на сумму 80032.45 ₸,1575620.9211240993,Merchant_96
CLIENT_006,2025-05-02,69212.34134850488,KZT,credit,jewelry,Транзакция jewelry на сумму 69212.34 ₸,1644833.2624726042,Merchant_12
CLIENT_006,2025-07-19,-8090.490879613051,KZT,debit,yandex,Транзакция yandex на сумму 8090.49 ₸,1636742.7715929912,Merchant_14
CLIENT_006,2025-09-05,56574.26078472786,KZT,credit,entertainment,Транзакция entertainment на сумму 56574.26 ₸,1693317.032377719,Merchant_74
CLIENT_006,2025-05-17,-5539.119456527503,KZT,debit,games,Транзакция games на сумму 5539.12 ₸,1687777.9129211914,Merchant_5
CLIENT_006,2025-07-07,43645.05413027672,KZT,credit,sport,Транзакция sport на сумму 43645.05 ₸,1731422.967051468,Merchant_7
CLIENT_006,2025-05-07,63087.94272798146,KZT,credit,приложения,Транзакция приложения на сумму 63087.94 ₸,1794510.9097794495,Merchant_96
CLIENT_006,2025-07-05,70588.16088351145,KZT,credit,books,Транзакция books на сумму 70588.16 ₸,1865099.0706629609,Merchant_83
CLIENT_006,2025-03-26,-11137.052864755015,KZT,debit,sport,Транзакция sport на сумму 11137.05 ₸,1853962.0177982058,Merchant_42
CLIENT_006,2025-04-02,48784.04692453986,KZT,credit,золото,Транзакция золото на сумму 48784.05 ₸,1902746.0647227457,Merchant_30
CLIENT_006,2025-08-31,60905.004727166255,KZT,credit,основные траты,Транзакция основные траты на сумму 60905.00 ₸,1963651.0694499118,Merchant_46
CLIENT_006,2025-07-08,55369.58583497032,KZT,credit,люкс,Транзакция люкс на сумму 55369.59 ₸,2019020.655284882,Merchant_34
CLIENT_006,2025-03-30,-7305.142757193722,KZT,debit,фитнес,Транзакция фитнес на сумму 7305.14 ₸,2011715.5125276884,Merchant_53
CLIENT_006,2025-08-12,45685.073625500685,KZT,credit,такси,Транзакция такси на сумму 45685.07 ₸,2057400.5861531892,Merchant_27
CLIENT_006,2025-03-31,-1317.0120772011162,KZT,debit,авиабилет,Транзакция авиабилет на сумму 1317.01 ₸,2056083.574075988,Merchant_31
CLIENT_006,2025-08-12,-12129.684672030438,KZT,debit,книги,Транзакция книги на сумму 12129.68 ₸,2043953.8894039576,Merchant_93
CLIENT_006,2025-04-19,49256.837775441396,KZT,credit,отдых,Транзакция отдых на сумму 49256.84 ₸,2093210.727179399,Merchant_7
CLIENT_006,2025-04-02,91344.1909874303,KZT,credit,конвертация,Транзакция конвертация на сумму 91344.19 ₸,2184554.9181668293,Merchant_58
CLIENT_006,2025-08-20,-1239.008387273757,KZT,debit,ресторан,Транзакция ресторан на сумму 1239.01 ₸,2183315.9097795556,Merchant_41
CLIENT_006,2025-03-28,70910.57811146553,KZT,credit,conversion,Транзакция conversion на сумму 70910.58 ₸,2254226.487891021,Merchant_89
CLIENT_006,2025-04-13,91723.80939656182,KZT,credit,путешествие,Транзакция путешествие на сумму 91723.81 ₸,2345950.297287583,Merchant_33
CLIENT_006,2025-05-20,68822.59293844321,KZT,credit,online,Транзакция online на сумму 68822.59 ₸,2414772.890226026,Merchant_62
CLIENT_006,2025-08-15,32440.649830275142,KZT,credit,подписка,Транзакция подписка на сумму 32440.65 ₸,2447213.5400563013,Merchant_58
CLIENT_006,2025-07-07,21218.095469960535,KZT,credit,apps,Транзакция apps на сумму 21218.10 ₸,2468431.6355262618,Merchant_47
CLIENT_006,2025-07-22,57729.83076278131,KZT,fx_buy,fx_buy,Транзакция fx_buy на сумму 57729.83 ₸,2526161.466289043,Merchant_74
CLIENT_006,2025-07-10,40746.60442659653,KZT,credit,yandex,Транзакция yandex на сумму 40746.60 ₸,2566908.0707156393,Merchant_31
CLIENT_006,2025-06-09,-10523.548657009573,KZT,debit,luxury,Транзакция luxury на сумму 10523.55 ₸,2556384.52205863,Merchant_54
CLIENT_006,2025-05-17,-11992.19265945427,KZT,debit,игры,Транзакция игры на сумму 11992.19 ₸,2544392.3293991755,Merchant_76
CLIENT_006,2025-08-20,-1260.6724560502514,KZT,debit,супермаркет,Транзакция супермаркет на сумму 1260.67 ₸,2543131.656943125,Merchant_100
CLIENT_006,2025-06-22,38253.5747529214,KZT,credit,luxury,Транзакция luxury на сумму 38253.57 ₸,2581385.2316960464,Merchant_53
CLIENT_006,2025-04-30,86207.88721376726,KZT,credit,кафе,Транзакция кафе на сумму 86207.89 ₸,2667593.1189098135,Merchant_43
CLIENT_006,2025-04-07,92165.3658623969,KZT,credit,online,Транзакция online на сумму 92165.37 ₸,2759758.4847722105,Merchant_12
CLIENT_006,2025-06-11,74207.92815820736,KZT,credit,luxury,Транзакция luxury на сумму 74207.93 ₸,2833966.412930418,Merchant_87
CLIENT_006,2025-06-08,40417.92127435026,KZT,credit,книги,Транзакция книги на сумму 40417.92 ₸,2874384.334204768,Merchant_13
CLIENT_006,2025-08-23,-4566.225332147082,KZT,debit,парфюм,Транзакция парфюм на сумму 4566.23 ₸,2869818.108872621,Merchant_82
CLIENT_006,2025-09-02,87312.3150049227,KZT,credit,евро,Транзакция евро на сумму 87312.32 ₸,2957130.423877544,Merchant_47
CLIENT_006,2025-06-17,66110.64543941626,KZT,credit,фитнес,Транзакция фитнес на сумму 66110.65 ₸,3023241.06931696,Merchant_53
CLIENT_006,2025-08-19,65046.03877172666,KZT,credit,games,Транзакция games на сумму 65046.04 ₸,3088287.1080886866,Merchant_43
CLIENT_006,2025-07-15,37314.408905130986,KZT,credit,отдых,Транзакция отдых на сумму 37314.41 ₸,3125601.5169938174,Merchant_100
CLIENT_006,2025-08-22,63558.40658120691,KZT,credit,автобус,Транзакция автобус на сумму 63558.41 ₸,3189159.923575024,Merchant_76
CLIENT_006,2025-09-04,77251.49563952166,KZT,credit,софт,Транзакция софт на сумму 77251.50 ₸,3266411.4192145457,Merchant_70
CLIENT_006,2025-08-15,31987.906605382042,KZT,credit,премиум,Транзакция премиум на сумму 31987.91 ₸,3298399.3258199277,Merchant_9
CLIENT_006,2025-09-05,-13096.659454730003,KZT,debit,conversion,Транзакция conversion на сумму 13096.66 ₸,3285302.666365198,Merchant_57
CLIENT_006,2025-08-08,-14901.619641036414,KZT,debit,sport,Транзакция sport на сумму 14901.62 ₸,3270401.0467241616,Merchant_85
CLIENT_006,2025-07-27,-1845.9260063449601,KZT,debit,продукты,Транзакция продукты на сумму 1845.93 ₸,3268555.1207178165,Merchant_60
CLIENT_006,2025-07-12,57842.60697464681,KZT,credit,фитнес,Транзакция фитнес на сумму 57842.61 ₸,3326397.7276924634,Merchant_24
CLIENT_006,2025-04-09,22271.50469613165,KZT,fx_buy,fx_sell,Транзакция fx_sell на сумму 22271.50 ₸,3348669.232388595,Merchant_69
CLIENT_006,2025-07-14,-1220.11503210813,KZT,debit,conversion,Транзакция conversion на сумму 1220.12 ₸,3347449.117356487,Merchant_81
CLIENT_006,2025-03-21,73374.22806170216,KZT,credit,fitness,Транзакция fitness на сумму 73374.23 ₸,3420823.345418189,Merchant_32
CLIENT_006,2025-08-24,-8100.534825983742,KZT,debit,такси,Транзакция такси на сумму 8100.53 ₸,3412722.8105922053,Merchant_61
CLIENT_006,2025-04-26,85168.10055334058,KZT,credit,книги,Транзакция книги на сумму 85168.10 ₸,3497890.911145546,Merchant_80
CLIENT_006,2025-05-05,-2635.1602722345433,KZT,debit,education,Транзакция education на сумму 2635.16 ₸,3495255.7508733114,Merchant_68
CLIENT_006,2025-09-05,-3541.84800646013,KZT,debit,здоровье,Транзакция здоровье на сумму 3541.85 ₸,3491713.902866851,Merchant_23
CLIENT_006,2025-07-20,33511.21007618901,KZT,credit,золото,Транзакция золото на сумму 33511.21 ₸,3525225.11294304,Merchant_36
CLIENT_006,2025-08-04,59148.40399772371,KZT,credit,образование,Транзакция образование на сумму 59148.40 ₸,3584373.516940764,Merchant_93
CLIENT_006,2025-06-28,39914.7401224954,KZT,credit,здоровье,Транзакция здоровье на сумму 39914.74 ₸,3624288.2570632594,Merchant_98
CLIENT_006,2025-06-19,70681.3425210089,KZT,credit,евро,Транзакция евро на сумму 70681.34 ₸,3694969.5995842684,Merchant_86
CLIENT_006,2025-07-21,90415.40921074804,KZT,credit,основные траты,Транзакция основные траты на сумму 90415.41 ₸,3785385.0087950164,Merchant_99
CLIENT_006,2025-08-06,-12784.769138177393,KZT,debit,спорт,Транзакция спорт на сумму 12784.77 ₸,3772600.239656839,Merchant_27
CLIENT_006,2025-08-19,33505.64003620676,KZT,credit,валюта,Транзакция валюта на сумму 33505.64 ₸,3806105.8796930457,Merchant_40
CLIENT_006,2025-06-19,32504.012462485436,KZT,credit,отель,Транзакция отель на сумму 32504.01 ₸,3838609.8921555313,Merchant_73
CLIENT_006,2025-06-09,-10427.161479488694,KZT,debit,косметика,Транзакция косметика на сумму 10427.16 ₸,3828182.730676043,Merchant_70
CLIENT_006,2025-05-20,-12343.936590975374,KZT,debit,продукты,Транзакция продукты на сумму 12343.94 ₸,3815838.7940850677,Merchant_3
CLIENT_006,2025-07-05,-10722.329802826765,KZT,debit,люкс,Транзакция люкс на сумму 10722.33 ₸,3805116.4642822407,Merchant_95
CLIENT_006,2025-08-14,46421.30205136569,KZT,credit,jewelry,Транзакция jewelry на сумму 46421.30 ₸,3851537.7663336066,Merchant_82
CLIENT_006,2025-05-11,52971.91636043729,KZT,credit,туризм,Транзакция туризм на сумму 52971.92 ₸,3904509.682694044,Merchant_64
CLIENT_006,2025-06-25,73982.15344528676,KZT,credit,entertainment,Транзакция entertainment на сумму 73982.15 ₸,3978491.8361393306,Merchant_80
CLIENT_006,2025-05-03,-1278.569811112567,KZT,debit,отдых,Транзакция отдых на сумму 1278.57 ₸,3977213.266328218,Merchant_17
CLIENT_007,2025-07-25,-19432.01253565448,KZT,debit,путешествие,Транзакция путешествие на сумму 19432.01 ₸,20494.48591362295,Merchant_92
CLIENT_007,2025-03-21,-12645.98092957625,KZT,debit,развлечения,Транзакция развлечения на сумму 12645.98 ₸,7848.5049840467,Merchant_60
CLIENT_007,2025-03-29,14774.883186181929,KZT,credit,стриминг,Транзакция стриминг на сумму 14774.88 ₸,22623.38817022863,Merchant_55
CLIENT_007,2025-03-24,-27225.07733374728,KZT,debit,косметика,Транзакция косметика на сумму 27225.08 ₸,0.0,Merchant_49
CLIENT_007,2025-08-17,-12780.481855411199,KZT,debit,perfume,Транзакция perfume на сумму 12780.48 ₸,0.0,Merchant_35
CLIENT_007,2025-08-21,10506.881545006234,KZT,credit,транспорт,Транзакция транспорт на сумму 10506.88 ₸,0.0,Merchant_5
CLIENT_007,2025-07-02,-9323.80828845015,KZT,debit,hotel,Транзакция hotel на сумму 9323.81 ₸,0.0,Merchant_99
CLIENT_007,2025-04-01,-19584.380518548365,KZT,debit,ювелирные,Транзакция ювелирные на сумму 19584.38 ₸,0.0,Merchant_87
CLIENT_007,2025-04-26,-10797.22675134389,KZT,debit,software,Транзакция software на сумму 10797.23 ₸,0.0,Merchant_21
CLIENT_007,2025-07-21,-8010.527896259755,KZT,debit,streaming,Транзакция streaming на сумму 8010.53 ₸,0.0,Merchant_29
CLIENT_007,2025-08-03,-17418.538994656905,KZT,debit,билет,Транзакция билет на сумму 17418.54 ₸,0.0,Merchant_41
CLIENT_007,2025-09-03,13248.126993352831,KZT,credit,conversion,Транзакция conversion на сумму 13248.13 ₸,0.0,Merchant_92
CLIENT_007,2025-08-15,-6617.393997858666,KZT,debit,software,Транзакция software на сумму 6617.39 ₸,0.0,Merchant_34
CLIENT_007,2025-08-06,14230.761059307482,KZT,credit,валюта,Транзакция валюта на сумму 14230.76 ₸,0.0,Merchant_87
CLIENT_007,2025-07-20,30430.3546146042,KZT,credit,subscription,Транзакция subscription на сумму 30430.35 ₸,0.0,Merchant_92
CLIENT_007,2025-06-01,-23342.141784801606,KZT,debit,books,Транзакция books на сумму 23342.14 ₸,0.0,Merchant_43
CLIENT_007,2025-04-16,-23480.643191694217,KZT,debit,sport,Транзакция sport на сумму 23480.64 ₸,0.0,Merchant_97
CLIENT_007,2025-09-12,-5587.430034313475,KZT,debit,обмен валют,Транзакция обмен валют на сумму 5587.43 ₸,0.0,Merchant_85
CLIENT_007,2025-03-31,-19328.41406797554,KZT,debit,игры,Транзакция игры на сумму 19328.41 ₸,0.0,Merchant_89
CLIENT_007,2025-07-02,34978.71930520094,KZT,credit,доллар,Транзакция доллар на сумму 34978.72 ₸,0.0,Merchant_64
CLIENT_007,2025-04-03,-22778.669441799633,KZT,debit,образование,Транзакция образование на сумму 22778.67 ₸,0.0,Merchant_96
CLIENT_007,2025-07-27,-11751.338522616254,KZT,debit,отель,Транзакция отель на сумму 11751.34 ₸,0.0,Merchant_75
CLIENT_007,2025-09-10,-12858.213990332793,KZT,debit,отель,Транзакция отель на сумму 12858.21 ₸,0.0,Merchant_82
CLIENT_007,2025-07-23,11329.718490768842,KZT,credit,приложения,Транзакция приложения на сумму 11329.72 ₸,0.0,Merchant_62
CLIENT_007,2025-06-07,49802.47378240569,KZT,credit,туризм,Транзакция туризм на сумму 49802.47 ₸,0.0,Merchant_5
CLIENT_007,2025-06-07,-13928.395668440304,KZT,debit,софт,Транзакция софт на сумму 13928.40 ₸,0.0,Merchant_11
CLIENT_007,2025-07-08,-12522.22794765721,KZT,debit,кафе,Транзакция кафе на сумму 12522.23 ₸,0.0,Merchant_98
CLIENT_007,2025-04-04,-5597.377169672283,KZT,debit,продукты,Транзакция продукты на сумму 5597.38 ₸,0.0,Merchant_54
CLIENT_007,2025-05-21,-6411.632805995516,KZT,debit,books,Транзакция books на сумму 6411.63 ₸,0.0,Merchant_61
CLIENT_007,2025-07-20,-5393.045778130543,KZT,debit,hotel,Транзакция hotel на сумму 5393.05 ₸,0.0,Merchant_14
CLIENT_007,2025-05-21,41312.323014032154,KZT,credit,премиум,Транзакция премиум на сумму 41312.32 ₸,0.0,Merchant_20
CLIENT_007,2025-05-31,35808.48872116512,KZT,credit,здоровье,Транзакция здоровье на сумму 35808.49 ₸,0.0,Merchant_75
CLIENT_007,2025-04-26,-23043.016836073537,KZT,debit,subscription,Транзакция subscription на сумму 23043.02 ₸,0.0,Merchant_46
CLIENT_007,2025-08-19,-11029.118044031404,KZT,debit,спорт,Транзакция спорт на сумму 11029.12 ₸,0.0,Merchant_14
CLIENT_007,2025-07-29,-8019.9184472087,KZT,debit,конвертация,Транзакция конвертация на сумму 8019.92 ₸,0.0,Merchant_78
CLIENT_007,2025-06-22,-23354.962012269065,KZT,debit,развлечения,Транзакция развлечения на сумму 23354.96 ₸,0.0,Merchant_50
CLIENT_007,2025-06-24,-17354.20669337992,KZT,debit,автобус,Транзакция автобус на сумму 17354.21 ₸,0.0,Merchant_79
CLIENT_007,2025-08-28,-26531.042436374337,KZT,debit,развлечения,Транзакция развлечения на сумму 26531.04 ₸,0.0,Merchant_83
CLIENT_007,2025-05-01,40597.96374588323,KZT,credit,luxury,Транзакция luxury на сумму 40597.96 ₸,0.0,Merchant_73
CLIENT_007,2025-08-12,-19662.565644652994,KZT,debit,luxury,Транзакция luxury на сумму 19662.57 ₸,0.0,Merchant_18
CLIENT_007,2025-08-02,-13399.813856394065,KZT,debit,uber,Транзакция uber на сумму 13399.81 ₸,0.0,Merchant_5
CLIENT_007,2025-09-06,-27298.609861464935,KZT,fx_sell,fx_buy,Транзакция fx_buy на сумму 27298.61 ₸,0.0,Merchant_48
CLIENT_007,2025-05-22,-29649.517145821716,KZT,debit,entertainment,Транзакция entertainment на сумму 29649.52 ₸,0.0,Merchant_57
CLIENT_007,2025-05-10,-20978.410896021072,KZT,debit,отдых,Транзакция отдых на сумму 20978.41 ₸,0.0,Merchant_19
CLIENT_007,2025-07-28,-24592.64657258054,KZT,debit,софт,Транзакция софт на сумму 24592.65 ₸,0.0,Merchant_26
CLIENT_007,2025-07-24,-27593.94929509669,KZT,debit,books,Транзакция books на сумму 27593.95 ₸,0.0,Merchant_47
CLIENT_007,2025-07-26,11029.183944220109,KZT,credit,health,Транзакция health на сумму 11029.18 ₸,0.0,Merchant_52
CLIENT_007,2025-07-30,-26320.972681581257,KZT,debit,магазин,Транзакция магазин на сумму 26320.97 ₸,0.0,Merchant_39
CLIENT_007,2025-07-25,-16017.49588706416,KZT,debit,apps,Транзакция apps на сумму 16017.50 ₸,0.0,Merchant_57
CLIENT_007,2025-05-27,-20885.905773442435,KZT,debit,jewelry,Транзакция jewelry на сумму 20885.91 ₸,0.0,Merchant_6
CLIENT_007,2025-03-25,-18485.91565261333,KZT,debit,отдых,Транзакция отдых на сумму 18485.92 ₸,0.0,Merchant_29
CLIENT_007,2025-05-22,-10212.606484755592,KZT,debit,софт,Транзакция софт на сумму 10212.61 ₸,0.0,Merchant_28
CLIENT_007,2025-06-12,-9962.394431240173,KZT,debit,транспорт,Транзакция транспорт на сумму 9962.39 ₸,0.0,Merchant_92
CLIENT_007,2025-08-16,-24732.88878787845,KZT,debit,конвертация,Транзакция конвертация на сумму 24732.89 ₸,0.0,Merchant_93
CLIENT_007,2025-09-04,-6271.056268866882,KZT,debit,топ-категории,Транзакция топ-категории на сумму 6271.06 ₸,0.0,Merchant_34
CLIENT_007,2025-09-08,-9035.894104517121,KZT,debit,такси,Транзакция такси на сумму 9035.89 ₸,0.0,Merchant_95
CLIENT_007,2025-06-07,-25236.203475774077,KZT,debit,perfume,Транзакция perfume на сумму 25236.20 ₸,0.0,Merchant_18
CLIENT_007,2025-08-23,-5868.42456524496,KZT,debit,бензин,Транзакция бензин на сумму 5868.42 ₸,0.0,Merchant_3
CLIENT_007,2025-06-05,-7659.894012805111,KZT,debit,магазин,Транзакция магазин на сумму 7659.89 ₸,0.0,Merchant_90
CLIENT_007,2025-05-27,-18156.9446921338,KZT,debit,софт,Транзакция софт на сумму 18156.94 ₸,0.0,Merchant_49
CLIENT_007,2025-08-27,-6109.842998740615,KZT,debit,магазин,Транзакция магазин на сумму 6109.84 ₸,0.0,Merchant_93
CLIENT_007,2025-07-11,-12972.24217381102,KZT,debit,супермаркет,Транзакция супермаркет на сумму 12972.24 ₸,0.0,Merchant_16
CLIENT_007,2025-08-19,-13033.138765014255,KZT,debit,косметика,Транзакция косметика на сумму 13033.14 ₸,0.0,Merchant_14
CLIENT_007,2025-05-14,-27733.694400717777,KZT,debit,музыка,Транзакция музыка на сумму 27733.69 ₸,0.0,Merchant_33
CLIENT_007,2025-07-07,-25122.853168782054,KZT,debit,транспорт,Транзакция транспорт на сумму 25122.85 ₸,0.0,Merchant_28
CLIENT_007,2025-07-03,45408.240301929305,KZT,credit,education,Транзакция education на сумму 45408.24 ₸,0.0,Merchant_7
CLIENT_007,2025-07-26,30282.01988902648,KZT,credit,авиабилет,Транзакция авиабилет на сумму 30282.02 ₸,0.0,Merchant_83
CLIENT_007,2025-06-25,46507.67815886973,KZT,credit,eur,Транзакция eur на сумму 46507.68 ₸,0.0,Merchant_73
CLIENT_007,2025-06-22,-15132.659692810006,KZT,debit,здоровье,Транзакция здоровье на сумму 15132.66 ₸,0.0,Merchant_12
CLIENT_007,2025-06-11,-24138.332765565407,KZT,debit,онлайн,Транзакция онлайн на сумму 24138.33 ₸,0.0,Merchant_86
CLIENT_007,2025-05-16,-13853.489028772052,KZT,debit,отель,Транзакция отель на сумму 13853.49 ₸,0.0,Merchant_36
CLIENT_007,2025-06-29,-23919.441554714016,KZT,debit,entertainment,Транзакция entertainment на сумму 23919.44 ₸,0.0,Merchant_4
CLIENT_007,2025-04-05,-11311.594289661538,KZT,debit,gold,Транзакция gold на сумму 11311.59 ₸,0.0,Merchant_10
CLIENT_007,2025-07-13,-25327.314474162817,KZT,debit,люкс,Транзакция люкс на сумму 25327.31 ₸,0.0,Merchant_22
CLIENT_007,2025-07-14,-25811.882939035113,KZT,debit,приложения,Транзакция приложения на сумму 25811.88 ₸,0.0,Merchant_61
CLIENT_007,2025-05-24,-15383.084034995063,KZT,debit,health,Транзакция health на сумму 15383.08 ₸,0.0,Merchant_21
CLIENT_007,2025-04-17,-25189.60929461264,KZT,debit,ресторан,Транзакция ресторан на сумму 25189.61 ₸,0.0,Merchant_89
CLIENT_007,2025-04-12,-5213.258220018939,KZT,debit,subscription,Транзакция subscription на сумму 5213.26 ₸,0.0,Merchant_83
CLIENT_007,2025-03-30,-5053.926246066405,KZT,debit,fitness,Транзакция fitness на сумму 5053.93 ₸,0.0,Merchant_12
CLIENT_007,2025-06-05,-5490.093304389475,KZT,debit,luxury,Транзакция luxury на сумму 5490.09 ₸,0.0,Merchant_28
CLIENT_007,2025-05-01,24755.456296245902,KZT,credit,currency exchange,Транзакция currency exchange на сумму 24755.46 ₸,0.0,Merchant_23
CLIENT_007,2025-06-13,-24890.4100960326,KZT,debit,uber,Транзакция uber на сумму 24890.41 ₸,0.0,Merchant_18
CLIENT_007,2025-07-16,24870.902775967363,KZT,credit,обмен валют,Транзакция обмен валют на сумму 24870.90 ₸,0.0,Merchant_51
CLIENT_007,2025-04-17,-21884.312282587205,KZT,debit,jewelry,Транзакция jewelry на сумму 21884.31 ₸,0.0,Merchant_31
CLIENT_007,2025-09-12,-26597.795964599598,KZT,debit,jewelry,Транзакция jewelry на сумму 26597.80 ₸,0.0,Merchant_63
CLIENT_007,2025-05-31,-8162.896814559027,KZT,debit,luxury,Транзакция luxury на сумму 8162.90 ₸,0.0,Merchant_99
CLIENT_007,2025-07-24,-14587.513971920553,KZT,debit,путешествие,Транзакция путешествие на сумму 14587.51 ₸,0.0,Merchant_54
CLIENT_007,2025-05-08,-27038.218329458454,KZT,debit,luxury,Транзакция luxury на сумму 27038.22 ₸,0.0,Merchant_92
CLIENT_007,2025-09-03,29460.364969138278,KZT,credit,авиабилет,Транзакция авиабилет на сумму 29460.36 ₸,0.0,Merchant_97
CLIENT_007,2025-04-15,-25620.763306192435,KZT,debit,conversion,Транзакция conversion на сумму 25620.76 ₸,0.0,Merchant_14
CLIENT_007,2025-05-27,-16979.79195854561,KZT,debit,евро,Транзакция евро на сумму 16979.79 ₸,0.0,Merchant_27
CLIENT_007,2025-05-09,-12087.459660632889,KZT,debit,travel,Транзакция travel на сумму 12087.46 ₸,0.0,Merchant_35
CLIENT_007,2025-05-27,-11893.318357615317,KZT,debit,online,Транзакция online на сумму 11893.32 ₸,0.0,Merchant_39
CLIENT_007,2025-06-05,-16387.895670339436,KZT,debit,books,Транзакция books на сумму 16387.90 ₸,0.0,Merchant_1
CLIENT_007,2025-04-19,15939.28961349826,KZT,credit,премиум,Транзакция премиум на сумму 15939.29 ₸,0.0,Merchant_50
CLIENT_007,2025-06-15,-23377.99534617603,KZT,debit,jewelry,Транзакция jewelry на сумму 23378.00 ₸,0.0,Merchant_11
CLIENT_007,2025-06-28,-25380.412479907944,KZT,debit,health,Транзакция health на сумму 25380.41 ₸,0.0,Merchant_99
CLIENT_007,2025-07-10,-11039.372882233405,KZT,debit,магазин,Транзакция магазин на сумму 11039.37 ₸,0.0,Merchant_38
CLIENT_008,2025-03-23,-3536.12079290747,KZT,debit,hotel,Транзакция hotel на сумму 3536.12 ₸,169091.15580355003,Merchant_85
CLIENT_008,2025-08-20,-5947.589189189511,KZT,debit,education,Транзакция education на сумму 5947.59 ₸,163143.56661436052,Merchant_61
CLIENT_008,2025-09-05,7055.3520625919655,KZT,credit,отдых,Транзакция отдых на сумму 7055.35 ₸,170198.91867695248,Merchant_27
CLIENT_008,2025-04-22,-3022.778770017098,KZT,debit,такси,Транзакция такси на сумму 3022.78 ₸,167176.1399069354,Merchant_20
CLIENT_008,2025-05-27,10015.26470441489,KZT,credit,билет,Транзакция билет на сумму 10015.26 ₸,177191.40461135027,Merchant_83
CLIENT_008,2025-06-06,10770.470590560933,KZT,credit,музыка,Транзакция музыка на сумму 10770.47 ₸,187961.8752019112,Merchant_46
CLIENT_008,2025-07-25,9564.677605423058,KZT,credit,такси,Транзакция такси на сумму 9564.68 ₸,197526.55280733426,Merchant_47
CLIENT_008,2025-09-08,1808.8891232898004,KZT,credit,бензин,Транзакция бензин на сумму 1808.89 ₸,199335.44193062405,Merchant_66
CLIENT_008,2025-08-04,-8223.03019803543,KZT,debit,спорт,Транзакция спорт на сумму 8223.03 ₸,191112.4117325886,Merchant_49
CLIENT_008,2025-06-16,-20226.433988680303,KZT,debit,premium,Транзакция premium на сумму 20226.43 ₸,170885.9777439083,Merchant_32
CLIENT_008,2025-07-01,-9360.909464099486,KZT,debit,travel,Транзакция travel на сумму 9360.91 ₸,161525.06827980882,Merchant_13
CLIENT_008,2025-04-05,9776.006545746188,KZT,credit,спорт,Транзакция спорт на сумму 9776.01 ₸,171301.074825555,Merchant_27
CLIENT_008,2025-08-10,20954.021448199823,KZT,credit,books,Транзакция books на сумму 20954.02 ₸,192255.0962737548,Merchant_95
CLIENT_008,2025-06-04,25259.643077235127,KZT,credit,онлайн,Транзакция онлайн на сумму 25259.64 ₸,217514.73935098993,Merchant_23
CLIENT_008,2025-05-09,8307.213773121706,KZT,credit,музыка,Транзакция музыка на сумму 8307.21 ₸,225821.95312411163,Merchant_43
CLIENT_008,2025-08-03,13094.243427427005,KZT,credit,туризм,Транзакция туризм на сумму 13094.24 ₸,238916.19655153865,Merchant_75
CLIENT_008,2025-09-09,8948.191433786775,KZT,credit,uber,Транзакция uber на сумму 8948.19 ₸,247864.38798532542,Merchant_48
CLIENT_008,2025-06-02,19977.871783742612,KZT,credit,отдых,Транзакция отдых на сумму 19977.87 ₸,267842.25976906804,Merchant_34
CLIENT_008,2025-05-16,147.36517201659632,KZT,credit,топ-категории,Транзакция топ-категории на сумму 147.37 ₸,267989.62494108465,Merchant_56
CLIENT_008,2025-08-06,-4015.968798296357,KZT,debit,туризм,Транзакция туризм на сумму 4015.97 ₸,263973.6561427883,Merchant_12
CLIENT_008,2025-03-21,-8042.748876364291,KZT,debit,отдых,Транзакция отдых на сумму 8042.75 ₸,255930.907266424,Merchant_64
